Top Features Contributing to 20% of Performance
================================================================================
Model: MLP_Large
Family: nn
Endpoint: pIC50
Species: all_SP
Total Features: 3599
Top Features Count: 245
Cumulative Importance: 0.1994
================================================================================

                         feature  importance  importance_normalized  cumulative
          FP_TopoTorsion1024_530    0.001565               0.000731    0.182726
             FP_AtomPair1024_932    0.001564               0.000731    0.183458
                     FP_MACCS_62    0.001562               0.000730    0.184188
          FP_TopoTorsion1024_529    0.001559               0.000729    0.184916
            FP_Morgan1024_r2_763    0.001559               0.000729    0.185645
            FP_AtomPair1024_1001    0.001556               0.000727    0.186373
            FP_Morgan1024_r2_112    0.001553               0.000726    0.187098
             FP_AtomPair1024_821    0.001552               0.000726    0.187824
             FP_AtomPair1024_934    0.001551               0.000725    0.188549
                  FP_RDKit512_26    0.001550               0.000724    0.189273
                 FP_RDKit512_497    0.001550               0.000724    0.189998
             FP_AtomPair1024_726    0.001550               0.000724    0.190722
             FP_AtomPair1024_405    0.001549               0.000724    0.191446
             FP_AtomPair1024_865    0.001548               0.000724    0.192170
           FP_Morgan1024_r2_1007    0.001546               0.000723    0.192893
        FP_MorganFeat1024_r2_839    0.001545               0.000722    0.193614
             FP_AtomPair1024_829    0.001544               0.000722    0.194336
             FP_AtomPair1024_165    0.001544               0.000721    0.195058
             FP_AtomPair1024_832    0.001539               0.000720    0.195777
                    FP_MACCS_144    0.001537               0.000718    0.196496
             FP_AtomPair1024_375    0.001536               0.000718    0.197213
                 FP_RDKit512_149    0.001535               0.000717    0.197930
             FP_AtomPair1024_978    0.001534               0.000717    0.198648
                  FP_RDKit512_79    0.001532               0.000716    0.199364
