SMILES,RDKit2D_TPSA,RDKit2D_EState_VSA6,AC2D_90,RDKit2D_BCUT2D_CHGHI,FP_MACCS_66,FP_Morgan1024_r2_138,FP_AtomPair1024_53,RDKit2D_BCUT2D_CHGLO,FP_Morgan1024_r2_798,FP_AtomPair1024_825,FP_AtomPair1024_899,FP_Morgan1024_r2_828,FP_MACCS_115,RDKit2D_SMR_VSA5,FP_AtomPair1024_455,RDKit2D_PEOE_VSA7,AC2D_185,FP_Morgan1024_r2_250,FP_MACCS_149,AC2D_149,RDKit2D_SlogP_VSA5,RDKit2D_EState_VSA10,RDKit2D_VSA_EState8,FP_AtomPair1024_306,FP_TopoTorsion1024_779,FP_MACCS_116,RDKit2D_VSA_EState4,FP_AtomPair1024_1014,FP_AtomPair1024_79,FP_AtomPair1024_354,FP_TopoTorsion1024_472,RDKit2D_BCUT2D_MWLOW,FP_AtomPair1024_863,AC2D_146,FP_Morgan1024_r2_1005,FP_AtomPair1024_911,FP_TopoTorsion1024_169,FP_AtomPair1024_975,FP_Morgan1024_r2_634,FP_TopoTorsion1024_412,FP_AtomPair1024_751,Sol_ESOL_LogS,AC2D_166,FP_MACCS_108,FP_AtomPair1024_623,FP_Morgan1024_r2_305,FP_AtomPair1024_847,FP_Morgan1024_r2_954,RDKit2D_MolLogP,FP_MACCS_141,FP_Morgan1024_r2_28,RDKit2D_VSA_EState2,EState_Mean,RDKit2D_EState_VSA3,FP_MorganFeat1024_r2_600,RDKit2D_SPS,FP_AtomPair1024_687,Pharm2D_Gobbi_216,AC2D_171,Pharm2D_Gobbi_217,FP_TopoTorsion1024_515,FP_MACCS_126,RDKit2D_NHOHCount,RDKit2D_MaxAbsEStateIndex,FP_AtomPair1024_135,RDKit2D_SMR_VSA4,FP_AtomPair1024_755,FP_AtomPair1024_885,RDKit2D_VSA_EState1,FP_AtomPair1024_615,FP_AtomPair1024_986,RDKit2D_SlogP_VSA6,Pharm2D_Gobbi_194,FP_TopoTorsion1024_216,RDKit2D_VSA_EState5,RDKit2D_EState_VSA11,FP_Morgan1024_r2_758,RDKit2D_EState_VSA4,FP_AtomPair1024_334,FP_RDKit512_493,Pharm2D_Gobbi_87,FP_AtomPair1024_583,RDKit2D_VSA_EState10,FP_Morgan1024_r2_895,FP_TopoTorsion1024_336,FP_Morgan1024_r2_19,FP_Morgan1024_r2_231,RDKit2D_NumHDonors,FP_TopoTorsion1024_281,RDKit2D_fr_C_O,FP_Morgan1024_r2_47,FP_Morgan1024_r2_984,Pharm2D_Gobbi_233,FP_AtomPair1024_671,FP_MorganFeat1024_r2_174,Pharm2D_Gobbi_111,FP_Morgan1024_r2_340,FP_AtomPair1024_903,FP_Morgan1024_r2_493,FP_AtomPair1024_70,FP_Morgan1024_r2_58,RDKit2D_Chi3n,FP_Morgan1024_r2_285,FP_AtomPair1024_895,RDKit2D_SMR_VSA7,RDKit2D_HallKierAlpha,AC2D_151,RDKit2D_SMR_VSA10,RDKit2D_Chi2v,AC2D_10,AC2D_53,Pharm2D_Gobbi_128,FP_AtomPair1024_414,FP_AtomPair1024_102,Pharm2D_Gobbi_126,AC2D_30,FP_AtomPair1024_50,RDKit2D_MinEStateIndex,FP_Morgan1024_r2_816,FP_AtomPair1024_331,FP_AtomPair1024_211,FP_AtomPair1024_123,RDKit2D_NumAmideBonds,RDKit2D_NOCount,AC2D_182,Pharm2D_Gobbi_136,FP_AtomPair1024_699,AC2D_51,RDKit2D_VSA_EState9,average,sample_weight
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,440.01,0.0,513.848,2.4850988,1.0,1.0,1.0,-2.370638,1.0,1.0,1.0,0.0,1.0,130.46947,1.0,115.49998,0.832,1.0,0.0,0.7,78.959854,52.555645,0.9412459,1.0,0.0,1.0,13.980474,1.0,1.0,1.0,0.0,9.949338,1.0,1.085,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-15.96522,1.124,1.0,0.0,0.0,1.0,1.0,1.7868,0.0,0.0,170.90065,2.6325,57.646732,0.0,22.82,1.0,0.0,1.268,0.0,1.0,0.0,17.0,15.2014,0.0,11.467335,1.0,1.0,29.791569,0.0,1.0,109.84699,0.0,0.0,-10.761433,19.178148,1.0,17.19327,1.0,1.0,0.0,0.0,2.7768657,1.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,17.309687,0.0,1.0,154.99261,-10.34,0.684,110.37072,26.86769,4.94,6.052,1.0,1.0,0.0,0.0,5.165,0.0,-2.0483234,1.0,0.0,0.0,1.0,10.0,28.0,0.981,0.0,0.0,4.111,0.0,6.877784121727173,1.1077944442343703
CCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,413.99,6.923737,512.19,2.4850233,1.0,1.0,1.0,-2.370638,1.0,1.0,1.0,0.0,1.0,137.3932,1.0,102.53439,0.838,1.0,1.0,0.701,85.88359,57.35018,2.6167998,1.0,0.0,1.0,8.2297735,1.0,1.0,1.0,0.0,9.949338,1.0,1.08,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-17.456657,1.122,1.0,1.0,0.0,1.0,1.0,2.848,0.0,0.0,170.66057,2.6237373,57.646732,0.0,22.929293,1.0,0.0,1.269,0.0,1.0,0.0,15.0,15.195247,0.0,5.7336674,1.0,1.0,29.76439,0.0,1.0,109.84699,0.0,0.0,-10.54675,14.383612,1.0,11.126903,1.0,1.0,0.0,0.0,2.798601,1.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.190113,0.0,1.0,154.99261,-10.3,0.681,110.37072,26.72546,4.935,6.02,0.0,1.0,0.0,0.0,5.156,0.0,-2.0410492,0.0,1.0,1.0,1.0,10.0,27.0,0.987,0.0,0.0,4.094,0.0,7.023650020996726,1.1077944442343703
COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCO)NC(=O)CCSCc3cccc(c3)CSCCNC(=O)[C@]3(C)CCCN3C2=O)cc1,380.13,42.95109,502.663,2.47677,1.0,1.0,1.0,-2.364233,1.0,1.0,1.0,0.0,1.0,143.81403,1.0,122.299774,0.792,1.0,1.0,0.712,92.30441,47.76111,3.2337053,1.0,0.0,1.0,3.0236783,1.0,1.0,1.0,1.0,9.953702,0.0,0.959,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-19.30757,1.078,1.0,1.0,1.0,1.0,0.0,4.0481,1.0,0.0,158.87883,2.5558333,87.68467,0.0,22.84,1.0,0.0,1.161,0.0,1.0,1.0,13.0,15.178798,1.0,0.0,1.0,1.0,35.268047,0.0,1.0,109.84699,0.0,0.0,-7.7585497,19.178148,0.0,11.126903,1.0,0.0,0.0,1.0,3.1003237,0.0,1.0,0.0,0.0,13.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.645205,1.0,0.0,154.99261,-9.81,0.675,104.46354,27.231205,4.945,5.955,0.0,0.0,1.0,0.0,5.162,0.0,-2.008776,0.0,0.0,0.0,0.0,9.0,26.0,0.952,0.0,0.0,3.635,1.4880052,7.102922996790579,1.1077944442343703
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N(C)[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H]1CSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC1=O,547.2,18.1991,560.73395,2.422179,0.0,0.0,1.0,-2.3195393,1.0,1.0,1.0,1.0,0.0,161.93956,1.0,132.69324,0.837,0.0,1.0,0.756,90.21723,52.959766,0.37499902,1.0,1.0,1.0,15.914535,1.0,1.0,1.0,0.0,10.004737,1.0,1.172,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-18.859367,1.104,1.0,1.0,0.0,1.0,1.0,1.5608,0.0,1.0,208.05817,2.644357,39.838505,1.0,20.818897,1.0,1.0,1.266,1.0,1.0,0.0,20.0,15.402997,1.0,11.467335,1.0,1.0,41.630676,1.0,1.0,114.396774,1.0,1.0,-16.185392,33.56176,1.0,35.392372,1.0,1.0,1.0,1.0,2.3911576,1.0,0.0,1.0,1.0,18.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.15759,0.0,1.0,164.27904,-11.929999,0.7599998,128.09225,30.195238,5.08875,6.5725,1.0,1.0,1.0,1.0,5.3224993,1.0,-2.1168704,1.0,1.0,1.0,1.0,10.75,34.0,0.951,1.0,0.0,4.815,1.316194,6.0195421077239,1.1077944442343703
CCCCC(NC(C)=O)C(=O)N[C@H]1CSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC)NC(=O)[C@H](Cc2c[nH]c3ncccc23)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(C)(C)C)NC1=O,569.28,64.95052,560.73395,2.4159455,1.0,0.0,1.0,-2.3333182,1.0,1.0,0.0,1.0,1.0,208.2636,1.0,109.16121,0.858,0.0,1.0,0.784,136.7544,68.68347,13.685882,1.0,1.0,1.0,7.8393044,1.0,1.0,1.0,0.0,9.852264,1.0,1.202,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-16.99342,1.143,1.0,1.0,0.0,1.0,0.0,0.4185,1.0,0.0,208.05817,2.6286666,40.5654,0.0,23.144,1.0,1.0,1.305,0.0,1.0,0.0,22.0,15.245202,1.0,11.148658,1.0,1.0,14.525984,1.0,1.0,109.84699,1.0,0.0,-15.100627,28.767223,0.0,18.05064,1.0,1.0,1.0,1.0,2.4041314,0.0,0.0,1.0,0.0,21.0,1.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,20.15759,0.0,1.0,143.35817,-11.929999,0.7599998,123.22699,30.195238,5.08875,6.5725,0.0,1.0,1.0,0.0,5.3224993,1.0,-1.9595422,0.0,1.0,1.0,1.0,10.75,34.0,1.146,1.0,0.0,4.703,0.0,6.872895201635192,1.1077944442343703
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,396.92,23.894619,468.636,2.398467,0.0,0.0,0.0,-2.301072,0.0,0.0,1.0,0.0,0.0,124.42763,0.0,114.997055,0.82,0.0,0.0,0.62,78.45694,57.35018,0.028740434,0.0,0.0,0.0,10.096775,0.0,0.0,0.0,1.0,10.004777,0.0,0.987,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-17.253471,1.114,0.0,0.0,1.0,0.0,1.0,2.9329,0.0,1.0,156.88531,2.580756,88.47991,1.0,21.659794,0.0,1.0,1.176,1.0,0.0,0.0,15.0,15.01403,0.0,5.7336674,1.0,0.0,29.763649,0.0,1.0,109.84699,1.0,1.0,-8.238269,9.589074,1.0,11.126903,0.0,0.0,1.0,0.0,3.1090019,1.0,0.0,0.0,1.0,14.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.614326,0.0,0.0,154.99261,-9.81,0.695,104.46354,26.0186,4.879,5.682,1.0,0.0,0.0,1.0,5.099,1.0,-2.0054755,1.0,0.0,0.0,0.0,9.0,26.0,0.963,1.0,0.0,3.533,0.0,6.598599459218455,1.1077944442343703
CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]1Cc1cnc[nH]1,431.22,0.0,491.03,2.4182181,0.0,0.0,0.0,-2.3331819,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,114.997055,0.823,0.0,0.0,0.604,78.45694,47.76111,-0.40677047,0.0,1.0,1.0,15.601766,1.0,0.0,0.0,0.0,10.002356,1.0,1.093,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-16.568998,1.135,1.0,1.0,0.0,1.0,1.0,2.129,0.0,1.0,172.44136,2.6171618,70.61231,1.0,22.079208,1.0,1.0,1.269,1.0,0.0,0.0,16.0,15.167365,0.0,11.467335,1.0,1.0,29.865776,0.0,1.0,109.84699,1.0,1.0,-10.450799,23.972687,1.0,23.074484,0.0,1.0,1.0,0.0,2.7907984,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.468786,0.0,1.0,154.99261,-10.34,0.678,110.37072,26.98251,4.942,5.961,1.0,0.0,1.0,1.0,5.173,1.0,-2.0293381,1.0,0.0,0.0,1.0,10.0,28.0,0.99,1.0,1.0,4.114,1.1610196,4.168243764792422,0.2762373029977992
CN1C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1Cc1c[nH]c2ccccc12,431.22,30.462313,474.543,2.4131882,0.0,0.0,0.0,-2.3221252,0.0,0.0,1.0,1.0,0.0,130.46947,0.0,102.86433,0.852,0.0,0.0,0.599,78.45694,52.959766,-0.33618754,0.0,1.0,1.0,16.229551,1.0,1.0,1.0,0.0,9.992715,1.0,1.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-16.18024,1.185,1.0,0.0,0.0,1.0,1.0,1.9899,0.0,1.0,172.76439,2.5666666,87.25591,1.0,22.17,0.0,1.0,1.292,1.0,0.0,0.0,16.0,15.408568,0.0,11.467335,1.0,1.0,14.920168,0.0,1.0,114.396774,1.0,1.0,-9.278622,14.383612,1.0,16.026814,1.0,1.0,1.0,0.0,2.8137264,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.414236,0.0,0.0,155.24176,-10.27,0.689,110.37072,26.838188,4.932,5.806,1.0,0.0,1.0,1.0,5.191,1.0,-1.979194,1.0,0.0,0.0,1.0,10.0,28.0,1.069,1.0,1.0,3.921,1.265233,4.168243764792422,0.2762373029977992
C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC1=O,424.22,0.0,444.167,2.4033191,0.0,0.0,0.0,-2.305661,0.0,0.0,0.0,1.0,0.0,130.97238,0.0,98.15824,0.854,1.0,0.0,0.619,79.81722,67.343376,0.9141939,0.0,0.0,0.0,15.006568,0.0,1.0,1.0,0.0,10.020333,1.0,1.142,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-11.922836,1.177,0.0,0.0,0.0,0.0,1.0,-0.0564,0.0,1.0,163.15587,2.6462963,70.789536,1.0,23.144444,0.0,1.0,1.29,1.0,0.0,0.0,16.0,14.823193,0.0,11.467335,1.0,0.0,14.5651455,0.0,1.0,103.78062,1.0,1.0,-9.286122,1.9073486e-06,1.0,11.126903,1.0,1.0,1.0,1.0,2.8119712,1.0,1.0,1.0,1.0,14.0,1.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.978709,1.0,0.0,142.61072,-9.03,0.724,99.4678,24.039902,4.787,5.561,1.0,0.0,0.0,1.0,5.0162506,1.0,-1.9140264,1.0,0.0,0.0,1.0,10.0,27.0,1.047,1.0,0.0,3.852,0.0,4.168243764792422,0.2762373029977992
CN1C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@H]1C(N)=O,431.22,0.0,492.094,2.4225886,0.0,0.0,0.0,-2.335547,0.0,0.0,0.0,0.0,0.0,130.46947,0.0,114.997055,0.823,0.0,0.0,0.61,78.45694,57.35018,-0.4026545,0.0,1.0,1.0,15.68475,0.0,0.0,1.0,0.0,10.004715,1.0,1.093,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-16.568998,1.122,1.0,1.0,0.0,0.0,1.0,2.129,0.0,1.0,172.53687,2.6171618,70.61231,1.0,22.079208,0.0,1.0,1.289,1.0,0.0,0.0,16.0,15.121262,0.0,11.467335,1.0,1.0,29.82514,0.0,1.0,109.84699,1.0,1.0,-10.440627,14.383612,1.0,17.19327,1.0,1.0,1.0,0.0,2.8159277,1.0,0.0,0.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.470388,0.0,1.0,154.99261,-10.34,0.684,110.37072,26.98251,4.942,5.88,1.0,0.0,1.0,1.0,5.173,1.0,-2.0436995,1.0,0.0,1.0,1.0,10.0,28.0,0.979,1.0,1.0,4.276,1.4179156,4.168243764792422,0.2762373029977992
CN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H]1Cc1c[nH]c2ccccc12,431.22,30.462313,478.563,2.410178,0.0,0.0,0.0,-2.3085265,1.0,0.0,0.0,1.0,0.0,130.46947,0.0,102.86433,0.847,0.0,0.0,0.604,78.45694,52.959766,-0.28895065,0.0,1.0,1.0,16.221542,1.0,0.0,0.0,0.0,9.999633,1.0,1.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-16.18024,1.192,0.0,0.0,0.0,1.0,1.0,1.9899,0.0,1.0,172.75221,2.5666666,75.998535,1.0,22.17,0.0,1.0,1.3,1.0,0.0,0.0,16.0,15.273015,0.0,11.467335,1.0,1.0,14.989982,0.0,1.0,114.396774,1.0,1.0,-9.337688,14.383612,1.0,16.026814,0.0,1.0,1.0,0.0,2.8198678,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.450336,0.0,1.0,155.24176,-10.27,0.686,110.37072,26.834763,4.932,5.783,1.0,0.0,1.0,1.0,5.181,1.0,-2.006512,1.0,0.0,0.0,1.0,10.0,28.0,1.067,1.0,1.0,3.91,1.3274776,4.168243764792422,0.2762373029977992
C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,440.01,0.0,498.631,2.4092028,0.0,0.0,0.0,-2.306221,0.0,0.0,0.0,1.0,0.0,143.43504,0.0,121.9208,0.832,1.0,0.0,0.605,85.38068,57.35018,1.6652809,0.0,1.0,0.0,15.568266,0.0,1.0,1.0,0.0,10.003009,1.0,1.101,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-16.638449,1.123,0.0,1.0,0.0,0.0,0.0,2.1753,0.0,1.0,171.27795,2.620462,70.61231,1.0,22.712872,0.0,1.0,1.27,1.0,1.0,0.0,17.0,15.141298,0.0,11.467335,1.0,0.0,29.883993,1.0,1.0,109.84699,1.0,1.0,-10.63841,14.383612,0.0,17.19327,1.0,1.0,1.0,1.0,2.7882025,0.0,1.0,1.0,1.0,15.0,1.0,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.32329,1.0,1.0,154.99261,-10.34,0.677,110.37072,27.03229,4.933,5.899,1.0,0.0,0.0,1.0,5.183,1.0,-2.0470698,1.0,0.0,0.0,1.0,10.0,28.0,0.966,1.0,0.0,4.102,0.0,4.168243764792422,0.2762373029977992
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,490.969,2.4074986,0.0,0.0,0.0,-2.3061416,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,114.997055,0.838,0.0,0.0,0.61,78.45694,57.35018,-0.4090588,0.0,1.0,0.0,15.549267,0.0,0.0,0.0,0.0,10.004757,1.0,1.107,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-15.91522,1.131,0.0,0.0,0.0,0.0,1.0,1.7868,0.0,1.0,170.3595,2.6283333,70.61231,1.0,22.07,0.0,1.0,1.269,1.0,0.0,0.0,17.0,15.038098,0.0,11.467335,1.0,0.0,29.801142,0.0,1.0,109.84699,1.0,1.0,-10.619945,14.383612,1.0,17.19327,0.0,1.0,1.0,0.0,2.7877219,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.013147,0.0,1.0,154.99261,-10.34,0.689,110.37072,26.578743,4.915,5.851,1.0,0.0,0.0,1.0,5.152,1.0,-2.043227,1.0,0.0,0.0,1.0,10.0,28.0,0.979,1.0,0.0,4.073,0.0,4.150514997831991,0.2762373029977986
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,490.969,2.4074986,0.0,0.0,0.0,-2.3061416,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,114.997055,0.838,0.0,0.0,0.61,78.45694,57.35018,-0.4090588,0.0,1.0,0.0,15.549267,0.0,0.0,0.0,0.0,10.004757,1.0,1.107,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-15.91522,1.131,0.0,0.0,0.0,0.0,1.0,1.7868,0.0,1.0,170.3595,2.6283333,70.61231,1.0,22.07,0.0,1.0,1.269,1.0,0.0,0.0,17.0,15.038098,0.0,11.467335,1.0,0.0,29.801142,0.0,1.0,109.84699,1.0,1.0,-10.619945,14.383612,1.0,17.19327,0.0,1.0,1.0,0.0,2.7877219,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.013147,0.0,1.0,154.99261,-10.34,0.689,110.37072,26.578743,4.915,5.851,1.0,0.0,0.0,1.0,5.152,1.0,-2.043227,1.0,0.0,0.0,1.0,10.0,28.0,0.979,1.0,0.0,4.073,0.0,4.168243764792422,0.2762373029977992
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,30.462313,475.175,2.407176,0.0,0.0,0.0,-2.3061411,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,102.86433,0.867,0.0,0.0,0.615,78.45694,52.959766,-0.34060872,0.0,1.0,0.0,16.166065,0.0,0.0,0.0,0.0,10.005364,1.0,1.114,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-15.526458,1.197,0.0,0.0,0.0,0.0,1.0,1.6477,0.0,1.0,170.6142,2.577441,81.56199,1.0,22.161615,0.0,1.0,1.292,1.0,0.0,0.0,17.0,15.045236,0.0,11.467335,1.0,0.0,14.853995,0.0,1.0,114.396774,1.0,1.0,-9.44099,14.383612,1.0,11.126903,0.0,1.0,1.0,0.0,2.810948,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.958597,0.0,0.0,155.24176,-10.27,0.696,110.37072,26.434422,4.905,5.713,1.0,0.0,0.0,1.0,5.149,1.0,-1.9806755,1.0,0.0,0.0,1.0,10.0,28.0,1.064,1.0,0.0,3.881,0.0,4.168243764792422,0.2762373029977992
